ENTRY,Name,MeSH,OMIM,ICD-10,ICD-11,MedlinePlus,Alias_Name,Pathway,Gene_symbol,kegg_geneID,Drug_name,kegg_drugID
H00537,Nephronophthisis,D052177,256100;602088;604387;606966;609254;610189;611498;613824;613615;613550;613820;614377;614844;614845;615382;615862;616217;617271;613159,Q61.5,GB83,NA,NA,NA,NPHP1;;INVS;;NPHP3;;NPHP4;;IQCB1;;CEP290;;GLIS2;;NEK8;;SDCCAG8;;TMEM67;;TTC21B;;WDR19;;ZNF423;;CEP164;;ANKS6;;CEP83;;DCDC2;;MAPKBP1;;XPNPEP3,4867;NA;27130;NA;27031;NA;261734;NA;9657;NA;80184;NA;84662;NA;284086;NA;10806;NA;91147;NA;79809;NA;57728;NA;23090;NA;22897;NA;203286;NA;51134;NA;51473;NA;23005;NA;63929,NA,NA
H00538,Senior-Loken syndrome,C537580,266900;606996;609254;610189;613615;616307;616629,Q61.5,GB83,NA,NA,NA,NPHP1;NPHP4;IQCB1;CEP290;SDCCAG8;WDR19;TRAF3IP1,4867;261734;9657;80184;10806;57728;26146,NA,NA
H00539,PTEN hamartoma tumor syndrome,C566636;C567337,158350;153480,Q85.8;Q87.8;Q87.3,2E92.40,NA,NA,NA,PTEN,5728,NA,NA
H00540,"Osteoporosis, lymphedema, anhydrotic ectodermal dysplasia with immunodeficiency (OLEDAID)",C536181,300301,Q78.2,LD27.0Y,NA,"Ectodermal dysplasia, anhidrotic, with immunodeficiency, osteopetrosis, and lymphedema",NA,IKBKG,8517,NA,NA
H00541,Autosomal dominant tubulointerstitial kidney disease,C537696,162000;603860;174000;613092;617056;137920;125853,N15;E79.0;Q61.5,GB82,NA,NA,NA,UMOD;MUC1;REN;SEC61A1;HNF1B,7369;4582;5972;29927;6928,NA,NA
H00542,Polycystic kidney disease,D007690,173900;613095;600666;263200;617610;618061,Q61.2;Q61.1,GB81;GB8Y,NA,NA,NA,PKD1;PKD2;GANAB;PKHD1;DZIP1L;DNAJB11,5310;5311;23193;5314;199221;51726,NA,NA
H00543,Renal-hepatic-pancreatic dysplasia,C567142,208540,NA,NA,NA,NA,NA,NPHP3,27031,NA,NA
H00544,Septo-optic dysplasia,D025962,182230,Q04.8,LD20.Y,NA,NA,NA,HESX1;SOX2;SOX3;OTX2,8820;6657;6658;5015,NA,NA
H00545,Polycystic liver disease,C536330,174050,Q44.6,DB99.10,NA,NA,NA,PRKCSH;SEC63,5589;11231,NA,NA
H00546,Atrial septal defect,D006344,108800;607941;614089;611363;612794;613087;108900;614433;614475,Q21.1,LA8E,NA,NA,NA,GATA4;MYH6;TBX20;ACTC1;TLL1;NKX2-5;CITED2;GATA6,2626;4624;57057;70;7092;1482;10370;2627,NA,NA
H00547,Atrioventricular septal defect,NA,606217;600309;614430;614474,Q21.2,LA87.20,NA,Atrioventricular canal defect,NA,CRELD1;GJA1;GATA4;GATA6,78987;2697;2626;2627,NA,NA
H00548,Brunner syndrome,C563156,300615,F54;E70.8,5C59.0Y,NA,MAOA deficiency,NA,MAOA,4128,NA,NA
H00549,Tetralogy of Fallot,D013771,187500,Q21.3,LA88.2,NA,NA,NA,NKX2.5;JAG1;ZFPM2;GDF1;GATA4;GATA6;TBX1,1482;182;23414;2657;2626;2627;6899,Alprostadil,D00180
H00550,Complete transposition of the great arteries,D014188,608808;613853;613854,Q20.3,LA85.1,NA,NA,NA,MED13L;CFC1;GDF1,23389;55997;2657,NA,NA
H00551,Alagille syndrome,D016738,118450;610205,Q44.7,LB20.Y,NA,NA,NA,JAG1;NOTCH2,182;4853,NA,NA
H00552,Chromosome Xp21 deletion syndrome,NA,300679,Q99.8,LD51,NA,NA,NA,NA,NA,NA,NA
H00553,Congenital supravalvar aortic stenosis,NA,185500,Q25.3,LA8A.3,NA,NA,NA,ELN,2006,NA,NA
H00554,Aortic valve disease,D006349,109730;614823;618496,Q23.1,LA8A.22,NA,Bicuspid aortic valve,NA,NOTCH1;SMAD6;ROBO4,4851;4091;54538,NA,NA
H00555,Char syndrome,C566815,169100,Q87.8,LD2F.1Y,NA,NA,NA,TFAP2B,7021,NA,NA
H00556,CHARGE syndrome,D058747,214800,Q87.8,LD2F.1Y,NA,NA,NA,CHD7;SEMA3E,55636;9723,NA,NA
H00557,Cutis laxa,D003483,123700;614434;616603;219100;614437;613177;219200;612940;617402;219150;614438,Q82.8,EE41.0,NA,NA,NA,ELN;FBLN5;ALDH18A1;FBLN4;LTBP4;ATP6V0A2;PYCR1;ATP6V1E1,2006;10516;5832;30008;8425;23545;5831;529,NA,NA
H00558,Geroderma osteodysplasticum,C537799,231070;612940,Q82.9,LD2B,NA,NA,NA,SCYL1BP1;PYCR1,92344;5831,NA,NA
H00559,von Hippel-Lindau syndrome,D006623,193300,Q85.8,LD2D.Y,NA,NA,NA,VHL;CCND1,7428;595,NA,NA
H00560,Pseudoxanthoma elasticum,D011561,264800;177850;610842,Q82.8,EC40,NA,NA,NA,ABCC6;XYLT1;XYLT2;GGCX,368;64131;64132;2677,NA,NA
H00561,Brachydactyly-mental retardation syndrome,C538317,600430,Q93.5,LD44.20,NA,Chromosome 2q37 deletion syndrome,NA,HDAC4,9759,NA,NA
H00562,Dystrophinopathies,D020388,310200;300376;302045,G71.0,8C70,NA,NA,NA,DMD,1756,NA,NA
H00563,Emery-Dreifuss muscular dystrophy,C535734,310300;181350;612998;612999;300696,G71.0,8C70.2,NA,NA,NA,EMD;LMNA;SYNE1;SYNE2;FHL1,2010;4000;23345;23224;2273,NA,NA
H00564,Primary ciliary dyskinesia,D007619,244400;606763;608644;608647;610852;611884;612444;612518;612649;612650;613193;613807;613808;614017;614679;614874;614935;615067;615294;615444;615451;615481;615482;615500;615504;615505;615872;616037;616481;616726;617091;617092;300991;617577;618063;618254;618300;618449;618695;618699;618781;618801,J98.0,LA75.Y,NA,NA,NA,DNAI1;;DNAAF3;;DNAH5;;HYDIN;;TXNDC3;;DNAH11;;DNAI2;;KTU;;RSPH4A;;RSPH9;;LRRC50;;CCDC39;;CCDC40;;DNAL1;;CCDC103;;HEATR2;;LRRC6;;CCDC114;;DRC1;;ZMYND10;;ARMC4;;RSPH1;;DYX1C1;;C21ORF59;;CCDC65;;SPAG1;;CCNO;;CCDC151;;RSPH3;;GAS8;;DNAJB13;;TTC25;;PIH1D3;;DNAH1;;CFAP300;;LRRC56;;DNAH9;;GAS2L2;;MCIDAS;;FOXJ1;;NEK10;;TTC12,27019;NA;352909;NA;1767;NA;54768;NA;51314;NA;8701;NA;64446;NA;55172;NA;345895;NA;221421;NA;123872;NA;339829;NA;55036;NA;83544;NA;388389;NA;54919;NA;23639;NA;93233;NA;92749;NA;51364;NA;55130;NA;89765;NA;161582;NA;56683;NA;85478;NA;6674;NA;10309;NA;115948;NA;83861;NA;2622;NA;374407;NA;83538;NA;139212;NA;25981;NA;85016;NA;115399;NA;1770;NA;246176;NA;345643;NA;2302;NA;152110;NA;54970,NA,NA
H00565,Sarcoglycanopathies,D058088,253700;608099;604286;601287,G71.0,8C70.4,NA,NA,NA,SGCG;SGCA;SGCB;SGCD,6445;6442;6443;6444,NA,NA
H00566,Distal myopathy with anterior tibial onset,NA,606768,G71.0,8C75,NA,NA,NA,DYSF,8291,NA,NA
H00567,Limb-girdle muscular dystrophy 1C,D049288,607801,G71.0,8C70.40,NA,"Limb-girdle muscular dystrophy, caveolin myopathy",NA,CAV3,859,NA,NA
H00568,Myotonic dystrophy,D009223,160900;602668,G71.1,8C71.0,NA,NA,NA,DMPK;ZNF9,1760;7555,NA,NA
H00569,Aarskog-Scott syndrome,C535331,305400,Q87.1,LD2F.1Y,NA,Faciogenital dysplasia,NA,FGD1,2245,NA,NA
H00570,Kabuki syndrome,C537705,147920;300867,Q89.8,LD2F.1Y,NA,NA,NA,MLL2;KDM6A,8085;7403,NA,NA
H00571,Johanson-Blizzard syndrome,C535880,243800,Q87.8,LD27.0Y,NA,NA,NA,UBR1,197131,NA,NA
H00572,ESCO2-related disorders,C535687,268300;269000,Q73.8,LD2F.1Y,NA,NA,NA,ESCO2,157570,NA,NA
H00573,Townes-Brocks syndrome,C536974,107480,Q87.8,LD2F.1Y,NA,NA,NA,SALL1,6299,NA,NA
H00574,Coffin-Lowry syndrome,D038921,303600,Q87.8,LD2F.1Y,NA,NA,NA,RPS6KA3,6197,NA,NA
H00575,Renal tubular dysgenesis,C537048,267430,Q63.8,LB30.3,NA,NA,NA,REN;AGT;ACE;AGTR1,5972;183;1636;185,NA,NA
H00576,Pierson syndrome,C537185,609049,N04.9,GB41,NA,NA,NA,LAMB2,3913,NA,NA
H00577,Symptomatic generalized epilepsies,D004829,616577;300491;614498;616418,G40.4,8A61,NA,NA,NA,SPATA5;SYN1;BRAT1;CNNM2,166378;6853;221927;54805,NA,NA
H00578,Epstein syndrome,C535507,153650,D69.4,3B64.01,NA,NA,NA,MYH9,4627,NA,NA
H00579,"Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps (HANAC)",C567088,611773,I99,LD23,NA,NA,NA,COL4A1,1282,NA,NA
H00580,Schimke immunoosseous dysplasia,C536629,242900,Q77.7,4A01.32,NA,NA,NA,SMARCAL1,50485,NA,NA
H00581,Alport syndrome,D009394,301050;203780;104200,Q87.8,LD2H.Y,NA,NA,NA,COL4A3;COL4A4;COL4A5,1285;1286;1287,NA,NA
H00582,Benign familial hematuria,C562476,141200,NA,GB4Y,NA,Thin basement membrane nephropathy,NA,COL4A3;COL4A4,1285;1286,NA,NA
H00583,Opitz-GBBB syndrome,C567932;C538387,300000;145410,Q87.8,LD2F.1Y,NA,NA,NA,MID1;SPECC1L,4281;23384,NA,NA
H00584,Epidermolysis bullosa simplex,D016110,131760;131900;131800;131960;609352;601001;609638;617294;615028,Q81.0,EC30,NA,NA,NA,KRT14;KRT5;DSP;KLHL24;EXPH5,3861;3852;1832;54800;23086,NA,NA
H00585,"Epidermolysis bullosa, hemidesmosomal",C567408,612138;226670;131950,G71.0;Q81.0,EC30,NA,NA,NA,PLEC1,5339,NA,NA
H00586,"Epidermolysis bullosa, junctional",D016109,226700;226650;226730,Q81,EC31,NA,NA,NA,LAMA3;LAMB3;LAMC2;COL17A1;ITGB4;ITGA6,3909;3914;3918;1308;3691;3655,NA,NA
H00587,"Epidermolysis bullosa, dysprophica",D016108,131750;226600;604129;131850;132000,Q81.2,EC32,NA,NA,NA,COL7A1,1294,NA,NA
H00588,Kindler syndrome,C536321,173650,L81.6,EC33,NA,NA,NA,KIND1,55612,NA,NA
H00589,Familial exudative vitreoretinopathy,C580083,133780;305390;601813;613310;616468,H35.0,LA13.3,NA,NA,NA,FZD4;NDP;LRP5;TSPAN12;ZNF408,8322;4693;4041;23554;79797,NA,NA
H00590,Congenital muscular dystrophies (CMD/MDC),D009136,613204;613205;617066;602541;617404,G71.0,8C70.6,NA,NA,NA,ITGA7;LMNA;ITGA9;TRIP4;CHKB;INPP5K,3679;4000;3680;9325;1120;51763,NA,NA
H00591,Facioscapulohumeral muscular dystrophy,D020391,158900;158901,G71.0,8C70.3,NA,NA,NA,FRG1;;SMCHD1,2483;NA;23347,NA,NA
H00592,Calpainopathy,C535895,253600,G71.0,8C70.41,NA,Limb-girdle muscular dystrophy 2A,NA,CAPN3,825,NA,NA
H00593,Limb-girdle muscular dystrophy,D049288,603511;608423;609115;618129;253600;253601;608099;604286;253700;601287;601954;254110;607155;608807;609308;611307;611588;613158;613157;613818;613723;615356;615352;616052;617232;618138;618135;616812;618848;616827;617072,G71.0,8C70.4,NA,NA,NA,DNAJB6;TNPO3;HNRNPDL;CAPN3;DYSF;SGCA;SGCB;SGCG;SGCD;TCAP;TRIM32;FKRP;TTN;POMT1;ANO5;FKTN;POMT2;POMGNT1;DAG1;PLEC1;TRAPPC11;GMPPB;ISPD;POGLUT1;LAMA2;POMGNT2;BVES;POPDC3;LIMS2;TOR1AIP1,10049;23534;9987;825;8291;6442;6443;6445;6444;8557;22954;79147;7273;10585;203859;2218;29954;55624;1605;5339;60684;29925;729920;56983;3908;84892;11149;64208;55679;26092,NA,NA
H00594,Distal myopathy,D049310,254130;613319;605820;604454;600334;160500;614065;614321;617030;606768,G71.0;G71.8,8C75,NA,NA,NA,DYSF;ANO5;GNE;TIA1;TTN;MYH7;FLNC;ADSSL1;CAV3,8291;203859;10020;7072;7273;4625;2318;122622;859,NA,NA
H00595,Myofibrillar myopathies,C580316;C563319;C563848;C563775;C563718;C537932;C567843,601419;608810;609200;609452;609524;612954;617114;617258,G71.8,8C76,NA,NA,NA,DES;CRYAB;TTID;ZASP;FLNC;BAG3;KY;PYROXD1,1674;1410;9499;11155;2318;9531;339855;79912,NA,NA
H00596,Nonaka distal myopathy (NM),C536816,605820,G71.8,8C75,NA,Distal myopathy with rimmed vacuoles (DMRV);Hereditary inclusion body myopathy (hIBM),NA,GNE,10020,NA,NA
H00597,Snyder-Robinson syndrome,C536678,309583,Q87.8,LD90.Y,NA,NA,NA,SMS,6611,NA,NA
H00598,"46,XX testicular disorder of sex development",D058531,400045;300833;617480,Q99.1,LD2A.Y,NA,NA,NA,SRY;SOX3;NR5A1,6736;6658;2516,NA,NA
H00599,Ovarian dysgenesis,D023961,233300;300510;614324;616185;617690;618078;618117;618187,Q99.1,LB45.1,NA,"46,XX gonadal dysgenesis",NA,FSHR;BMP15;PSMC3IP;MCM9;SOHLH1;NUP107;MRPS22;ESR2,2492;9210;29893;254394;402381;57122;56945;2100,NA,NA
H00600,Mullerian agenesis,C537371,277000;158330,Q51.8,LB44.Y,NA,Mayer Rokitansky Kuster Hauser syndrome,NA,WNT4,54361,NA,NA
H00601,Hutchinson-Gilford progeria syndrome,D011371,176670,E34.8,LD2B,NA,NA,NA,LMNA,4000,Lonafarnib,D04768
H00602,Glucocorticoid-remediable aldosteronism (GRA),C563177,103900,E26.0;I15.2,5A72.0,NA,Familial hyperaldosteronism type I,NA,CYP11B1;CYP11B2,1584;1585,NA,NA
H00603,Hypertension exacerbated in pregnancy,NA,605115,I15.8,BA04,NA,NA,NA,NR3C2,4306,NA,NA
H00604,"Deafness, autosomal dominant",C565121;C567441;C567214;C567277;C567215;C563460;C563410;C563421;C563321;C563335;C563354;C563353;C563295;C566612;C563421;C566545;C565832;C535507;C565267;C565754;C564634;C538197;C565357;C565239;C565319;C563890;C564706;C563888;C564675;C564272;C564246;C564399;C563885;C564322;C564250;C564348;C566495;C567216,124900;600101;612644;601544;612643;600652;614614;600994;600965;601412;601543;601369;601316;601317;601868;602459;603622;604717;606346;605192;605583;612431;608641;606705;605594;616357;608224;607453;613074;615629;614152;616044;616969;616340;616707;616697;616968;617605;617606;617663;618140;618778;618787;618915,H91.9,AB50,NA,NA,NA,DIAPH1;KCNQ4;GJB3;GJB2;GJB6;MYH14;CEACAM16;GSDME;WFS1;LMX1A;TECTA;COCH;EYA4;MYO7A;COL11A2;POU4F3;MYH9;ACTG1;MYO6;SIX1;SLC17A8;REST;GRHL2;TMC1;DSPP;CRYM;P2RX2;CCDC50;MIR96;TNC;DIABLO;TBC1D24;CD164;OSBPL2;HOMER2;KITLG;MCM2;DMXL2;SLC44A4;PTPRQ;PDE1C;TRRAP;PLS1;ABCC1,1729;9132;2707;2706;10804;79784;388551;1687;7466;4009;7007;1690;2070;4647;1302;5459;4627;71;4646;6495;246213;5978;79977;117531;1834;1428;22953;152137;407053;3371;56616;57465;8763;9885;9455;4254;4171;23312;80736;374462;5137;8295;5357;4363,NA,NA
H00605,"Deafness, autosomal recessive",C567134;C567213;C564007;C563961;C566366;C563444;C563418;C563417;C563396;C565341;C563417;C563327;C566410;C566344;C566611;C566339;C566418;C566580;C565828;C566353;C564633;C563705;C567027;C565329;C565287,220290;612645;600060;600316;600791;600971;600974;601072;601071;605316;601386;601869;603720;602092;614945;603629;607039;609533;611022;613285;605428;609823;614035;607101;607084;608653;608565;609006;607821;608265;609646;610154;609439;610153;609706;618003;610220;613865;611451;610212;610265;610419;613718;613079;613307;604213;613391;614944;614617;615429;613453;614899;618434;616705;614861;618481;618422;615837;615974;616042;616515;617637;617639;617654;618013;618094;618145;618257;618410;618456;618457,H91.9,AB50,NA,NA,NA,GJB2;GJB3;GJB6;MYO7A;MYO15;SLC26A4;TMIE;TMC1;TMPRSS3;OTOF;CDH23;GIPC3;STRC;USH1C;OTOG;TECTA;OTOA;PCDH15;RDX;GRXCR1;GAB1;TRIOBP;CLDN14;MYO3A;WHRN;CDC14A;ESRRB;ESPN;MYO6;HGF;ILDR1;ADCY1;CIB2;MARVELD2;COL11A2;PDZD7;PJVK;SLC26A5;LRTOMT;DCDC2;LHFPL5;S1PR2;MSRB3;SYNE4;LOXHD1;TPRN;GPSM2;PTPRQ;OTOGL;TBC1D24;ELMOD3;KARS;SERPINB6;CABP2;NARS2;MET;TSPEAR;TMEM132E;PPIP5K2;GRXCR2;EPS8;CLIC5;RIPOR2;EPS8L2;WBP2;ROR1;ESRP1;COCH;MPZL2;BDP1;CEACAM16;GRAP;SPNS2,2706;2707;10804;4647;51168;5172;259236;117531;64699;9381;64072;126326;161497;10083;340990;7007;146183;65217;5962;389207;2549;11078;23562;53904;25861;8556;2103;83715;4646;3082;286676;107;10518;153562;1302;79955;494513;375611;220074;51473;222662;9294;253827;163183;125336;286262;29899;374462;283310;57465;84173;3735;5269;51475;79731;4233;54084;124842;23262;643226;2059;53405;9750;64787;23558;4919;54845;1690;10205;55814;388551;10750;124976,NA,NA
H00606,Early infantile epileptic encephalopathy,C538670,308350;300672;609304;612164;613477;613720;300607;300088;613402;613721;613722;614558;615006;615338;615473;615476;615744;615833;300896;615859;615871;615905;616056;616139;616211;616339;616341;616346;616366;616409;616645;616647;300884;616981;617020;617065;617105;617106;617113;617132;617153;617162;617166;617276;617281;114010;617339;617350;617389;617391;617904;617771;617830;617904;617599;617665;617929;617933;617938;617976;618004;618008;618067;618141;618201;618285;618298;618328;618374;618379;618396;618437;618468;618548;618557;618559;618580;618663;618721;618744;618792;301044;618910;618916;618959,G40.3,8A62.Y,NA,Ohtahara syndrome,NA,ARX;CDKL5;SLC25A22;STXBP1;SPTAN1;KCNQ2;ARHGEF9;PCDH19;PNKP;SCN2A1;PLCB1;SCN8A;ST3GAL3;TBC1D24;GNAO1;SZT2;GABRA1;NECAP1;SLC35A2;DOCK7;HCN1;SLC13A5;KCNB1;GRIN2B;WWOX;AARS;SIK1;DNM1;KCNA2;EEF1A2;SLC12A5;ITPA;ALG13;FRRS1L;ARV1;GUF1;SLC1A2;CACNA1A;GABRB3;UBA5;GABRB1;GRIN2D;FGF12;AP3B2;DENND5A;CAD;MDH2;SCN1B;SYNJ1;HNRNPU;PIGP;YWHAG;KCNT2;NTRK2;GABBR2;CNPY3;ADAM22;SCN3A;CPLX1;RHOBTB2;CYFIP2;PACS2;CUX2;TRAK1;CACNA1E;PHACTR1;GLS;NEUROD2;RNF13;GABRG2;PARS2;ACTL6B;PIGQ;GABRA2;GABRA5;PIGB;DMXL2;GOT2;UGP2;UGDH;SMC1A;DALRD3;CDK19;MDH1,170302;6792;79751;6812;6709;3785;23229;57526;11284;6326;23236;6334;6487;57465;2775;23334;2554;25977;7355;85440;348980;284111;3745;2904;51741;16;150094;1759;3737;1917;57468;3704;79868;23732;64801;60558;6506;773;2562;79876;2560;2906;2257;8120;23258;790;4191;6324;8867;3192;51227;7532;343450;4915;9568;10695;53616;6328;10815;23221;26999;23241;23316;22906;777;221692;2744;4761;11342;2566;25973;51412;9091;2555;2558;9488;23312;2806;7360;7358;8243;55152;23097;4190,NA,NA
H00607,"46,XY gonadal dysgenesis",D006061,400044;300018;612965;613080;613762;233420;607080;614279;616067;114290;136680;194080;273250,Q99.1,LD2A.1,NA,NA,NA,SRY;NR0B1;NR5A1;CBX2;MAP3K1;DHH;AKR1C2;AKR1C4;ZFPM2;DHX37;SOX9;WT1,6736;190;2516;84733;4214;50846;1646;1109;23414;57647;6662;7490,NA,NA
H00608,"46,XY disorder of sex development due to testosterone secretion defect",D058490,201710;264300;264600,Q56.1,LD2A.3,NA,NA,NA,LHCGR;HSD17B3;SRD5A2,3973;3293;6716,NA,NA
H00609,Persistent Mullerian duct syndrome,C536665,261550,Q55.8,LD2A.Y,NA,NA,NA,AMH;AMHR2,268;269,NA,NA
H00610,Treacher Collins syndrome,D008342,154500;613717;248390,Q75.4,LD2F.16,NA,NA,NA,TCOF1;POLR1D;POLR1C,6949;9533;51082,NA,NA
H00611,Popliteal pterygium syndrome (PPS),C562509,119500,Q87.2,LD2F.1Y,NA,NA,NA,IRF6,3664,NA,NA
H00612,Primary open angle glaucoma,C564234;C567753,137750;137760;603383;609887;613100,H40.1,9C61.0,NA,Glaucoma 1,NA,MYOC;OPTN;ASB10;WDR36;NTF4,4653;10133;136371;134430;4909,Timolol;Timolol maleate;Carteolol hydrochloride;Betaxolol hydrochloride;Brimonidine tartrate;Mitomycin;Pilocarpine hydrochloride;Echothiophate iodide;Acetazolamide;Acetazolamide sodium;Dorzolamide hydrochloride;Brinzolamide;Methazolamide;Brinzolamide and brimonidine tartrate;Levobunolol hydrochloride;Metipranolol;Dorzolamide hydrochloride and timolol maleate;Brimonidine tartrate and timolol maleate;Latanoprost;Isopropyl unoprostone;Bimatoprost;Travoprost;Tafluprost;Latanoprostene bunod;Netarsudil and latanoprost;Netarsudil mesylate,D00378;D00603;D00599;D00598;D02076;D00208;D02200;D02193;D00218;D01196;D00653;D00652;D00655;D10854;D01025;D02374;D08493;D10298;D00356;D01452;D02724;D01964;D06274;D10441;D11558;D11031
H00613,Infantile cortical hyperostosis,D006958,114000,M89.8,LD24.1Y,NA,Caffey disease,NA,COL1A1,1277,NA,NA
H00614,Hyaline fibromatosis syndrome,D057770,228600,M72.9,FB86.2,NA,NA,NA,CMG2,118429,NA,NA
H00615,Amelogenesis imperfecta,D000567,104530;104500;204650;301200;616270;204690;616221;617297;204700;612529;613211;614832;615887;617217;130900;617607;618386,K00.5,LA30.6,NA,NA,NA,LAMB3;;ENAM;;AMELX;;AMBN;;FAM20A;;ITGB6;;ACPT;;KLK4;;MMP20;;WDR72;;C4orf26;;SLC24A4;;GPR68;;FAM83H;;AMTN;;RELT,3914;NA;10117;NA;265;NA;258;NA;54757;NA;3694;NA;93650;NA;9622;NA;9313;NA;256764;NA;152816;NA;123041;NA;8111;NA;286077;NA;401138;NA;84957,NA,NA
H00616,Bowen-Conradi syndrome,C537081,211180,Q02,LD20.2,NA,NA,NA,EMG1,10436,NA,NA
H00617,Desmosterolosis,C566555,602398,Q87.8,5C52.10,NA,NA,NA,DHCR24,1718,NA,NA
H00618,Amelogenesis imperfecta hypoplastic-hypomaturation with taurodontism,C566293,104510,K00.2,LA30.6,NA,NA,NA,DLX3,1747,NA,NA
H00619,Kenny-Caffey syndrome,C537020,244460;127000,Q87.1,LD24.D,NA,NA,NA,TBCE;;FAM111A,6905;NA;63901,NA,NA
H00620,Axenfeld-Rieger syndrome,C535679,180500;602482,Q13.8,LA11.2,NA,NA,NA,PITX2;FOXC1,5308;2296,NA,NA
H00621,Alopecia neurologic defects and endocrinopathy syndrome,C567425,612079,NA,NA,NA,ANE syndrome,NA,RBM28,55131,NA,NA
H00622,Hypoparathyroidism-retardation-dysmorphism syndrome,C537157,241410,Q87.0,LD24.D,NA,Sanjad-Sakati syndrome,NA,TBCE,6905,NA,NA
H00623,Hajdu-Cheney syndrome,D031845,102500,M89.5,FB86.2,NA,NA,NA,NOTCH2,4853,NA,NA
H00624,Progressive familial intrahepatic cholestasis,D002780,211600;601847;602347;615878;617049,K83.1,5C58.03;5C52.11,NA,NA,NA,ATP8B1;ABCB11;ABCB4;TJP2;NR1H4,5205;8647;5244;9414;9971,NA,NA
H00625,Tooth agenesis,D000848,106600;604625;150400;617073;616724;617275;313500;601216,K00.4,LA30.1,NA,Hypodontia,NA,MSX1;PAX9;WNT10A;WNT10B;LRP6;GREM2;LTBP3;EDA,4487;5083;80326;7480;4040;64388;4054;1896,NA,NA
H00626,Focal segmental glomerulosclerosis,D005923,603278;603965;607832;612551;613237;614131;616002;616032;616220,N05.1,MF8Y,NA,NA,NA,ACTN4;;TRPC6;;CD2AP;;APOL1;;INF2;;MYO1E;;PAX2;;ANLN;;CRB2,81;NA;7225;NA;23607;NA;8542;NA;64423;NA;4643;NA;5076;NA;54443;NA;286204,NA,NA
H00627,Premature ovarian failure,D016649,311360;300511;300604;608996;300510;611548;612310;612964;615723;615724;612885;616946;616947;617442;618014,E28.3,GA30.6,NA,NA,NA,FMR1;DIAPH2;POF1B;FOXL2;BMP15;NOBOX;FIGLA;NR5A1;STAG3;HFM1;MCM8;ERCC6;SYCE1;MSH5;GDF9,2332;1730;79983;668;9210;135935;344018;2516;10734;164045;84515;2074;93426;4439;2661,Estradiol,D00105
H00628,Congenital bile acid synthesis defect,C535442;C535443;C566340;C535444;C563673;C567703,607765;235555;613812;214950;213700;616278;617308,K76.8,5C52.11,NA,NA,NA,HSD3B7;AKR1D1;CYP7B1;AMACR;ABCD3;ACOX2,80270;6718;9420;23600;5825;8309,NA,NA
H00629,Acheiropodia,C536014,200500,Q74.8,LB9B,NA,NA,NA,LMBR1,64327,NA,NA
H00630,Rheumatoid arthritis,D001172,NA,M05,FA20,NA,NA,hsa05323  Rheumatoid arthritis,NA,NA,Triamcinolone acetonide;Dexamethasone;Dexamethasone sodium phosphate;Hydrocortisone;Hydrocortisone sodium succinate;Prednisolone;Prednisolone sodium phosphate;Prednisone;Sulfasalazine;Indomethacin;Methylprednisolone;Methylprednisolone sodium succinate;Methylprednisolone acetate;Naproxen;Naproxen sodium;Corticotropin;Cortisone acetate;Methotrexate;Methotrexate sodium;Rituximab;Celecoxib;Leflunomide;Abatacept;Tofacitinib citrate;Baricitinib;Upadacitinib hydrate;Etanercept;Infliximab;Adalimumab;Certolizumab pegol;Golimumab;Anakinra;Tocilizumab;Sarilumab;Cyclosporine;Azathioprine;Diclofenac sodium and misoprostol;Piroxicam;Fenoprofen calcium;Flurbiprofen;Oxaprozin;Ibuprofen and famotidine;Naproxen and esomeprazole magnesium;Meclofenamate sodium;Auranofin;Salsalate;Hydroxychloroquine sulfate;Lobenzarit sodium,D00983;D00292;D00975;D00088;D00978;D00472;D00981;D00473;D00448;D00141;D00407;D00751;D00979;D00118;D00970;D00146;D00973;D00142;D02115;D02994;D00567;D00749;D03203;D09783;D10308;D11048;D00742;D02598;D02597;D03441;D04358;D02934;D02596;D10161;D00184;D00238;D11091;D00127;D00968;D00330;D00463;D11575;D11576;D00169;D00237;D00428;D02114;D01808
H00631,Cornelia de Lange syndrome,D003635,122470;300590;610759;614701;300882,Q87.1,LD2F.1Y,NA,NA,NA,NIPBL;SMC1A;SMC3;RAD21;HDAC8,25836;8243;9126;5885;55869,NA,NA
H00632,Heterotaxy,D059446,306955;605376;613751;270100;614779;616749;617205;618948;208530,Q89.3,LA8Y,NA,Situs ambiguus,NA,ZIC3;CFC1;ACVR2B;NODAL;CCDC11;MMP21;PKD1L1;MNS1;GDF1,7547;55997;93;4838;220136;118856;168507;55329;2657,NA,NA
H00633,Duane retraction syndrome,D004370,604356,H50.8,9C82.2,NA,NA,NA,CHN1,1123,NA,NA
H00634,Duane-radial ray syndrome,D004370,607323,Q87.8,LD2F.1Y,NA,Okihiro syndrome,NA,SALL4,57167,NA,NA
H00635,Aniridia,D015783,106210;617141;617142,Q13.1,LA11.3,NA,NA,NA,PAX6;ELP4;TRIM44,5080;26610;54765,NA,NA
H00636,Tetra-amelia syndrome,C536498,273395;618021,Q73.0,LB9B,NA,NA,NA,WNT3;RSPO2,7473;340419,NA,NA
H00637,Ulnar-mammary syndrome,C536937,181450,Q71.8,LD2F.1Y,NA,Schinzel syndrome,NA,TBX3,6926,NA,NA
