	ENTRY	KEGG_disease_name	KEGG_synosyms	ICD-10	header	float	ICD_mid_class	KMN_candidate_IDs	KMN_candidate_Names	KMN_ICD10
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN119	Primary Testicular Lymphoma	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN123	Monocytic Leukemia	C93
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN124	Cutaneous T cell Lymphoma	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN127	Chronic Myelogenous Leukemia	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN129	Immunoblastic lymphoma	NO_DATA
3	H00002	T-cell acute lymphoblastic leukemia	T-cell acute lymphocytic leukemia	C91.0	C	91.0	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease	C88.3
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN86	B-cell Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN88	MALT Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN89	POEMS Syndrome	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN91	Diffuse Large-Cell Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN92	Diffuse Large B-cell Lymphoma	C83.3
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN93	alpha Heavy Chain Disease	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN94	gamma Heavy Chain Disease	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN96	Sezary Syndrome	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN98	Plasma-cell Leukaemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN100	Mantle-cell Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN101	mu Heavy Chain Disease	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN103	Waldenstrom's Macroglobulinemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN104	Acute Lymphoid Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN106	Minimally Differentiated Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN107	Myeloblastic Leukemia without Maturation	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN108	Myeloblastic Leukemia with Maturation	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN110	Myelomonocytic Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN112	Erythroleukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN113	Megakaryoblastic leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN116	Primary Effusion Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN117	Classical Hodgkin's Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN119	Primary Testicular Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN123	Monocytic Leukemia	C93
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN124	Cutaneous T cell Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN127	Chronic Myelogenous Leukemia	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN129	Immunoblastic lymphoma	NO_DATA
4	H00004	Chronic myeloid leukemia	NO_DATA	C92.1	C	92.1	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease	C88.3
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN86	B-cell Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN88	MALT Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN89	POEMS Syndrome	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN91	Diffuse Large-Cell Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN92	Diffuse Large B-cell Lymphoma	C83.3
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN93	alpha Heavy Chain Disease	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN94	gamma Heavy Chain Disease	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN96	Sezary Syndrome	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN98	Plasma-cell Leukaemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN100	Mantle-cell Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN101	mu Heavy Chain Disease	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN103	Waldenstrom's Macroglobulinemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN104	Acute Lymphoid Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN106	Minimally Differentiated Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN107	Myeloblastic Leukemia without Maturation	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN108	Myeloblastic Leukemia with Maturation	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN110	Myelomonocytic Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN112	Erythroleukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN113	Megakaryoblastic leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN116	Primary Effusion Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN117	Classical Hodgkin's Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN119	Primary Testicular Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN123	Monocytic Leukemia	C93
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN124	Cutaneous T cell Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN127	Chronic Myelogenous Leukemia	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN129	Immunoblastic lymphoma	NO_DATA
5	H00005	Chronic lymphocytic leukemia	NO_DATA	C91.1	C	91.1	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease	C88.3
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN86	B-cell Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN88	MALT Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN89	POEMS Syndrome	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN91	Diffuse Large-Cell Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN92	Diffuse Large B-cell Lymphoma	C83.3
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN93	alpha Heavy Chain Disease	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN94	gamma Heavy Chain Disease	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN96	Sezary Syndrome	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN98	Plasma-cell Leukaemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN100	Mantle-cell Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN101	mu Heavy Chain Disease	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN103	Waldenstrom's Macroglobulinemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN104	Acute Lymphoid Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN106	Minimally Differentiated Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN107	Myeloblastic Leukemia without Maturation	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN108	Myeloblastic Leukemia with Maturation	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN110	Myelomonocytic Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN112	Erythroleukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN113	Megakaryoblastic leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN116	Primary Effusion Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN117	Classical Hodgkin's Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN119	Primary Testicular Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN123	Monocytic Leukemia	C93
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN124	Cutaneous T cell Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN127	Chronic Myelogenous Leukemia	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN129	Immunoblastic lymphoma	NO_DATA
70	H01464	Mantle cell lymphoma	NO_DATA	C83	C	83.0	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease	C88.3
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN86	B-cell Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN87	B-cell Chronic Lymphocytic Leukaemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN88	MALT Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN89	POEMS Syndrome	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN90	T-cell Acute Lymphoid Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN91	Diffuse Large-Cell Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN92	Diffuse Large B-cell Lymphoma	C83.3
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN93	alpha Heavy Chain Disease	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN94	gamma Heavy Chain Disease	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN96	Sezary Syndrome	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN98	Plasma-cell Leukaemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN100	Mantle-cell Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN101	mu Heavy Chain Disease	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN103	Waldenstrom's Macroglobulinemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN104	Acute Lymphoid Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN106	Minimally Differentiated Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN107	Myeloblastic Leukemia without Maturation	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN108	Myeloblastic Leukemia with Maturation	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN109	Hypergranular Promyelocytic Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN110	Myelomonocytic Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN111	Myelomonocytic Leukemia Variant: Increase in Abnormal Marrow Eosinophils	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN112	Erythroleukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN113	Megakaryoblastic leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN115	Nodular Lymphocyte-Predominant Hodgkin's Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN116	Primary Effusion Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN117	Classical Hodgkin's Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN118	Adult T Cell Lymphoma/Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN119	Primary Testicular Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN120	Precursor B Cell Acute Lymphoid Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN121	Precursor T cell Lymphoblastic Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN123	Monocytic Leukemia	C93
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN124	Cutaneous T cell Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN127	Chronic Myelogenous Leukemia	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN128	Anaplastic Large T-cell Lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN129	Immunoblastic lymphoma	NO_DATA
75	H01512	Langerhans cell histiocytosis	NO_DATA	C96.0	C	96.0	C81-C96	KMN130	Immunoproliferative Small Intestinal Disease	C88.3
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN134	Vipoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN135	Insulinoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN137	Glucagonoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN138	Somatostatinoma Syndrome	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN140	Pheochromocytoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN141	TSH-Secreting Adenomas	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN142	Osteochondroma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN143	Lipoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN144	Hypothalamic Gangliocytoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN145	Dysplastic gangliocytoma of cerebellum	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN146	Schwannoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN147	Neuroendocrine Tumor	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN148	Gonadotropin-Producing Pituitary Adenoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN149	Polyposis Coli	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN150	Myxoma	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN151	Pulmonary Lymphangioleiomyomatosis	NO_DATA
73	H01482	Infantile hemangioma	NO_DATA	D18.00	D	18.0	D10-D36	KMN152	Leiomyoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN134	Vipoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN135	Insulinoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN137	Glucagonoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN138	Somatostatinoma Syndrome	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN140	Pheochromocytoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN141	TSH-Secreting Adenomas	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN142	Osteochondroma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN143	Lipoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN144	Hypothalamic Gangliocytoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN145	Dysplastic gangliocytoma of cerebellum	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN146	Schwannoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN147	Neuroendocrine Tumor	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN148	Gonadotropin-Producing Pituitary Adenoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN149	Polyposis Coli	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN150	Myxoma	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN151	Pulmonary Lymphangioleiomyomatosis	NO_DATA
123	H01640	Uterine leiomyoma	Fibroid	D25	D	25.0	D10-D36	KMN152	Leiomyoma	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN154	Gastrinoma	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN157	Pituitary Tumor	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN158	Familial Paraganglioma Syndrome	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN159	Teratoma	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN160	Hemangioblastoma	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN161	Goiter	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN164	GIST	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN166	Meningiomas	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN167	Desmoplastic Small Round-cell Tumor	NO_DATA
59	H01102	Pituitary adenomas	NO_DATA	D44.8	D	44.8	D37-D48	KMN168	Adenoid-cystic carcinoma	NO_DATA
