ENTRY	Name	MeSH	OMIM	ICD-10	ICD-11	MedlinePlus	Alias_Name	Pathway	Gene_symbol	UniProtID	Drug_name	kegg_drugID	DrugBank	CAS	ChEBI	UniProt_count	Symbol_count	DrugBank_count
H00264	Charcot-Marie-Tooth disease	D002607	118200;118210;118220;118300;145900;214400;302800;311070;607678;607734;618279;600882;601098;601382;601472;601455;605253;601596;603623;604563;605588;605589;606071;606482;606595;607677;607684;607706;607736;607791;607831;616505;608323;608340;608673;609260;609311;611228;613287;614228;614436;615025;615490;613641;601152;613353;616155;617017;616280;616625;616687;616688;607706;614455;615185;615376;616039;615284;616684;300905;616924;618036;618400	G60.0	8C20.0;8C20.1;8C20.2	NO_DATA	Hereditary motor and sensory neuropathy	hsa05022  Pathways of neurodegeneration - multiple diseases	IL1B;PSMB3;DNAH9;LITAF;ATXN1L;SOD1;ATP5PD;SLC6A3;WNT2B;MAPK12;FZD8;COX7A2L;PSMA4;NDRG1;COX6A2;DKK1;NDUFV2;BECN2;CACNA1D;EGR2;KIF5C;WNT6;FIG4;GRIN2D;NOS2;MAPT;TNF;WNT5B;WNT7A;DNAH2;DVL2;TOMM40;DCTN1;ACTR10;FZD3;KLC4;BAX;UCHL1;FAS;PSMB2;PRX;RB1CC1;NDUFV3;SLC25A46;ATG14;ERN1;C9orf72;TANK;ITPR3;GNAQ;MAP2K2;MCU;EIF2S1;NDUFC1;CAMK2B;PSMB7;GPX8;UBE2G1;TUBA3C;TBK1;WNT10B;PSMD7;CAPN2;TRAF2;CHRM3;SLC25A31;KIF5B;MAPK10;PRNP;CCS;WNT16;UQCRHL;RELA;PPP3R2;UBB;NOX4;TUBB2A;DVL3;ARAF;SEPTIN5;PPP3CB;CHRNA7;TUBB;WNT11;RAB1A;BRAF;PLCB3;UBE2J1;ATG101;UBE2L3;WNT8B;PTGS2;SDHD;GABARAPL1;IFT57;WNT7B;FGD4;COX6B2;CSNK1E;NDUFA5;MARS;LRP5;PSMC1;NDUFB7;VDAC3;ZFYVE1;PPIF;DNAH5;BDNF;UBA52;NDUFS6;CAMK2G;MAPK3;PSMD1;NDUFB4;NRAS;ATF6;CAMK2D;PIK3C3;CYTB;PSEN2;COX7A2;CHMP2B;NDUFS5;PRKCA;DNAI2;UQCRH;APAF1;TUBB1;PSMB1;ATP8;MAPK8;CACNA1C;COX1;WIPI2;CDK5R1;TUBA1B;NEFM;DNAH6;CASP3;PSMD13;RAB39B;NDUFA3;CYBB;ATP5F1D;DNAH14;GPX2;NDUFA10;SMCR8;MAPK14;KLC2;ATG2A;TUBA3D;CALM1;BECN1;RAB7A;FADD;NDUFA13;DYNC1H1;CSNK2A1;PINK1;CASP8;WNT3;NDUFA11;UBE2L6;PSMB6;PIK3R4;PSMA8;MAP3K10;COX6C;IGHMBP2;RYR2;WNT10A;DNALI1;HSD17B10;HARS1;JPH1;NDUFS1;NDUFA9;SLC25A4;TUBB8;TUBB3;PPID;DLG4;TUBAL3;HIP1;NDUFB6;MAP2K3;WNT9A;CALML6;PSMD8;HRAS;GDAP1;DHTKD1;VDAC2;AGER;DNAH3;BCL2L1;MAPK13;NDUFA4L2;TUBB4B;KRAS;MAP3K5;NDUFB10;NOX1;GJB1;ATP5F1B;PSMB5;PSMC3;PPP3CC;HAP1;ATP5MC1;NDUFA4;WNT5A;CTNNB1;GABARAPL2;SDHA;WNT4;APC;PMP2;UQCR11;COX7B2;PSMA1;LRRK2;COX5B;FUS;PSMD14;DNAH7;FZD4;ATP6;NDUFS2;PSMD12;MME;CSNK2B;COX3;COX4I1;GPX1;NDUFAB1;MAPK9;NDUFB11;GPX5;VCP;NDUFS3;HTRA2;MORC2;PLEKHG5;MAP2K6;DCTN6;KIF5A;CSNK2A3;GRIN2C;MAPK11;CALM3;CSNK1A1L;ATP5PF;RAF1;MAP2K1;GRIA3;UQCRQ;DCTN2;SEM1;ATG2B;PLCB1;HSPA5;TUBB2B;SPG11;PRKCG;KIF1B;RPS27A;GRIA2;XBP1;TNFRSF1B;SNCAIP;ATP2A1;COX6A1;ATP5MC2;RAB7;PSMA5;RYR3;HTT;DERL1;DNAH12;RYR1;CALML4;CSF1;TUBA4A;NDUFB5;SDHB;DCTN3;WNT1;COX4I2;NDUFB3;GPX7;MFN2;SLC25A5;SNCA;FZD5;UBC;WNT3A;KARS1;UQCRC2;DNM2;APP;FZD7;CALML5;NDUFB1;VAPB;FRAT1;PRKCB;NDUFB2;PSMD2;ND4L;STX1A;NDUFA7;CACNA1F;CASP9;LMNA;MTMR2;KLC3;SH3TC2;GRIN2A;PSMC4;AXIN1;PMP22;MFN1;YARS1;SDHC;COX7A1;APC2;PRPH;PSMA3;NDUFA1;PRKN;CDK5;CACNA1S;PSMC6;SQSTM1;NDUFB9;INF2;UQCRC1;ATP5MC3;GNB4;BAD;HSPB8;NDUFA12;TRPC3;TUBA1C;ND6;IL1A;COX5A;CYCS;NDUFA2;DNAH10;ND4;ATP5F1A;PSMD3;WNT9B;AARS;KLC1;PSMD9;DVL1;DCTN5;COX6B1;NDUFS8;TUBA1A;TNFRSF1A;UBE2G2;PDYN;EIF2AK3;ATXN3L;NDUFV1;DNAH8;AMBRA1;DKK2;RAB5A;COX7B;CASP7;ATP1A1;UQCRB;NDUFA6;PSMA7;DNAL4;ACTR1B;CAMK2A;GRIN1;AXIN2;ULK2;FZD2;YARS;NEFH;GARS1;ATP2A3;NDUFC2;UBA1;SLC25A6;PARK7;NDUFA8;DDIT3;DAXX;FRAT2;COX8C;ATP5PO;GABARAP;SBF2;ITPR1;TPTEP2-CSNK1E;PDK3;GRIA1;MARS1;PSMA6;CSNK1A1;CALML3;WNT8A;CSNK2A2;DNAH11;UQCRFS1;CYC1;CASP12;GRM5;PSMD11;NRBF2;CACNA1B;COX8A;ND2;PNKP;GSK3B;TARDBP;MAP2K7;TRPV4;FZD6;CHRM1;TUBA3E;FZD10;ATXN2;COX7C;NDUFC2-KCTD14;PRPS1;CHRM5;PSMD6;PLCB2;PLCB4;GRIN2B;SURF1;OPTN;DKK4;GRM1;NDUFS4;UBE2J2;TOMM40L;GRIA4;ATXN3;ATG13;ATF4;ATP5F1E;TRIM2;GPX6;TUBB4A;GPR37;HSPB1;AARS1;UQCR10;NDUFS7;IL6;ADRM1;KARS;PSMC2;BID;MTOR;RAC1;WDR41;GARS;TUBA8;ATXN1;BCL2;MPV17;ULK1;TRAP1;FZD9;UBA7;ALS2;ITPR2;RAB8A;ATP5F1C;PSMC5;BAK1;CAPN1;WIPI1;FASLG;PSMA2;NEFL;DNAH1;ATXN2L;MPZ;NFKB1;ND3;NOS1;WNT2;DNAL1;HARS;VDAC1;TUBB6;MAPK1;LRSAM1;FZD1;ATP5PB;PPP3R1;SIGMAR1;CALM2;DNAH17;SBF1;DCTN4;DNAI1;CAT;COX2;PLCG1;ND5;GPX3;SPTBN2;ATP2A2;ND1;LRP6;PSEN1;PPP3CA;PSMB4;PSMD4;NDUFB8;ACTR1A	Q8NE86;Q9H4B7;P56705;Q9UQN3;Q969M1;P10606;Q7GIM7;A0A286YF97;Q8N2E5;P62195;Q6IBC4;A0A1X7RCR6;E9KL30;Q9H461;P54252;Q14573;P0DP25;P31040;Q96NT7;A0A024R0V3;V9HW80;O14818;A0A384MQX1;O14933;Q7GXY9;Q3MIH3;Q96LT7;A0A2Y9D025;Q9NZT1;O96015;O15264;O43676;P24311;P28074;Q9H0C2;U5YV54;A0A1X7RC16;D9ZGG3;Q6VLV1;Q6IBQ5;A0A024QZS4;P09669;Q9P225;E5KNH5;Q17R51;P49720;B3KRV2;P56704;P03901;A0A140VJS6;O75474;B4DJ51;P53779;A0A024R178;O94907;P51665;P35222;P19438;P55072;P0C7T5;P27361;P48454;Q6IAT9;Q15526;O00399;P16615;O43677;Q8TD86;O75581;P42345;A0A024R0A1;Q6IBB7;Q08ET0;P48729;P42858;Q9C0G6;P99999;Q5V9X9;Q4LDG9;Q00975;P18850;A0A0S2Z4C6;Q92597;Q01970;P47985;Q13148;Q93097;Q99497;Q8NEB9;O15399;Q9H0B6;Q9GZT5;Q01668;Q9NWB7;Q9Y6H5;P22352;P05129;A8K9K1;P50570;P78352;P01375;A0A0K0K1K4;P16298;A0A140VK46;A0PJH2;O75489;Q15147;Q9UI46;P13073;Q6ZNE5;A0A0S2Z4J3;P14927;Q5S007;Q02221;H6SG15;P05771;Q13255;O00231;O00487;P62191;Q53G92;Q9BQE3;Q12931;V9HW09;P00156;P60891;P63098;P17980;A8MW95;O95167;P48201;P48058;P00403;B2R7S3;P03915;Q9NYC9;Q16718;Q53XL8;B4DG68;Q5MNZ9;Q6NSL8;U5Z754;A0A024R9Z0;P42574;Q9UDW1;B3KQX9;Q96JI7;A0A0S2Z4R1;Q92837;Q96F24;O00144;Q92562;Q13501;P59796;P19838;O14727;O60353;P05023;Q9Y547;B3KY45;P49721;Q9NX14;A0A024RD04;Q9BVA1;Q15413;A0A1X7RBF7;P12036;Q53H37;P54253;P03891;A0A024R1A4;Q92934;P62820;A0A024R413;Q96FF1;O00233;P43686;A0A024R5K6;P56706;Q13200;P22695;O14904;P03928;Q59GB8;Q6FGA0;A0A158RFU6;Q14571;P49821;Q9UNM6;Q13614;Q08209;Q07812;X5D945;Q15078;P21817;P10415;Q13561;Q53ZZ1;A0A087X2I1;G4XXL9;Q06055;L7RSM7;Q96BY7;P02689;O14641;P11021;O75935;Q6FI27;O75143;O14645;Q8TAS0;Q4LE70;Q9UBT3;A0A140VK44;Q8TF17;P08034;H6SG14;O75947;Q6NZ59;O15239;P20618;Q9ULW2;P03897;V9HW29;A0A0S2Z433;Q7LDD5;Q13467;Q9NY65;P38935;Q5U045;Q13557;Q96GE6;Q59F77;A0A384MDU9;Q75ME0;P12074;P49841;P08473;A0A024R9G3;Q9UFH2;P67870;Q9NPH5;Q59EF6;P24539;A0A384NL22;Q8TEV9;P48023;A0A1X7RBN5;P35228;Q96SL4;Q6IBA0;V9HW74;Q99720;Q6FGI7;O95298;O75306;P30405;Q12840;P20674;A0A384MDW9;P08574;B3KWQ6;Q99643;A0A0S2Z3L2;Q5U0I6;Q9HBF4;O43674;Q6P164;P25189;P04839;V9HWB4;Q86WG5;A0A0S2Z410;A0A024RB39;A8K2M0;Q96Q42;Q6FIH7;A0A384NKY7;P28482;Q96KJ9;A0A024R1X5;Q8TDY2;O95166;Q16611;P41226;Q8TED1;L7RXH5;A0A024R075;Q01453;O96000;Q99460;L7RRS6;Q9NZJ5;Q7Z682;A1L4K2;O60282;Q1WWK6;P41221;Q75MH2;P15056;A0A024R1A3;P05231;O43242;B2RE76;N0E4C7;A0A024R9B7;A0A140VJY2;A0A024RAP5;P28070;Q53YD1;A0A0S2Z5E0;A0A0S2Z5D4;Q13158;I1SRC5;A0A0S2Z3H3;O95168;P00414;Q9BUN8;A4D2P1;P0DPH8;Q9P2D7;Q2TAZ0;O14733;A0A075B6F3;P01584;P60604;V9HW26;P62979;Q9C040;Q59GL5;V9HWC2;Q499G7;P03905;B3KT21;B4DVM1;Q16795;A0A024QZT0;P60896;Q8TE73;A0A499FIY3;Q5STB3;P09603;A0A024QZ30;H9NAJ7;O95248;Q9P0J0;Q9H1J7;Q6UWE0;O95169;Q08752;Q9ULV1;Q8TB36;P04350;Q96CV9;P48556;P03886;Q9B1D3;Q86UZ8;Q7GXZ5;P68036;P0DP23;O75380;A0A024R9Y1;Q53XM7;P10176;P48047;P22314;P52564;Q59ES2;Q16623;Q9NSK0;P14854;P25054;Q9C0C7;P18848;Q01959;Q96DA2;Q547U9;Q9NSJ5;X5DNA9;P25788;Q1HBJ4;O00291;Q93084;O75715;E5KRX5;P62253;Q99719;P61163;Q9Y4P8;P36542;Q07817;P12236;Q15759;P62333;Q8TAA3;P35354;P23560;P42263;P50148;Q14790;A0A024R2Q3;Q14957;P05496;A0A024R7I3;P28066;O95140;P10398;Q4LE43;A0A0S2Z391;A8K761;P11161;P54577;O75251;B2RDW1;O00217;B4DK46;O43920;A0A024RCS3;P07203;Q9H1J5;Q9UBV4;Q13936;O60333;Q8IVF4;P60900;P06576;A4D1T5;P55211;E5KRK5;P56181;Q71U36;P25445;Q9NQ66;Q0VDD8;O43678;Q9UP38;A0A1X7RBF0;Q9H0R8;Q14457;A0A140VK70;B3KTS5;A0A024R870;O75460;P12081;P12235;A0A654ICJ7;P02545;Q8N752;P25786;P42261;Q92736;U5Z487;Q53XN1;O14957;Q15109;Q96HY7;P07196;Q99683;Q96LZ3;Q7Z675;P49810;P68366;E9PQ53;A0A0S2Z4R0;Q6P597;P00846;P62987;P45984;Q15008;P45983;Q8WXX0;A0A384NQ21;Q8IWE0;O15398;O15020;Q6UXS9;O00744;P53778;O14905;A0A024R2B3;Q14332;P36507;O14548;P01583;Q9UQM7;P46734;L7RSL8;P39210;Q3ZCM7;A0A024R9E9;Q9UER7;P63000;O95139;X5DR79;O95299;P17568;Q96T60;Q13555;Q9NPG1;Q13509;P09544;B3VK56;O75385;O14618;P56192;A0A0E3SU01;Q16186;Q53XZ3;O00755;Q9H256;A0A024R6A3;Q9H3M9;V9HW31;P35998;Q9BXM0;A0A096LP55;A0A140VK45;Q9Y6M9;A0A140VJS3;Q86Y39;P11229;A0A0S2Z3Z9;Q9NZ32;Q93098;P60520;O60260;Q17RV3;A0A2K8FR47;O14983;A8K4R4;Q00722;O00483;Q7L4Q3;A0A0S2Z4B7;V9HWN8;P55957;P35638;B4DNX3;Q9HDC5;Q6IAW1;Q86WV2;Q7GXZ4;Q9Y5S8;Q04206;Q6PEY2;P01213;Q02779;P19174;Q6MZZ3;P51149;O95182;A0A024R9I2;Q14204;Q9UJW0;Q9UJY1;P04156;A0A024R128;Q07866;P10636;P56381;P37840;Q9UHD2;Q13698;Q15046;P68400;P05141;A0A024R4E2;P01112;P56556;P35637;P54257;P55210;O75438;P17861;A0A024R8H5;H9NAJ8;O15354;Q15120;Q13507;Q53F85;A0A140VJC8;Q6I9V5;Q8N2K1;P20309;P56703;A0A140VJI6;I1W660;O14561;A0A1U9X785;Q7Z4L0;Q8IWA4;P42262;O95292;O14521;Q1ZYQ1;P17655;Q9UI09;Q6NVC0;A0A0S2Z3S6;P04049;A0A1X7RBG6;Q53XC0;Q27J81;A0A090N7W4;Q13224;O94827;Q9Y6X9;O95996;P20333;B2RDI5;Q14203;O75084;A0A140VJI0;P07197;A0A024R562;P24310;Q92844;Q8IYT8;H0UI06;Q99700;P05067;Q96JB1;O14949;Q9BTE1;L7RSM2;Q96AG3;P0DP24;A0A024R823;A8ASI8;Q8WWM7;B4DYC7;A0A024R3W1;P68363;Q9NRX3;Q9Y277;Q05586;Q8TF08;P17252;P0DPH7;Q99732;A0A384MDX3;Q5SU16;A0A514TP98;Q9HBA0;P41250;P33176;P18859;P55036;A0A140VK43;A6H8K3;Q8NEV1;Q9BSB4;Q9HAV0;Q99570;Q7Z727;P45880;A6NHL2;B0I1S1;Q6ZR08;Q13554;Q14643;Q8N619;Q6IB54;P04792;A0A140VK42;O43464;A0A024RCZ8;O43181;A0A024R2K1;P21796;Q6YFQ2;A0A024R1F0;A0A0S2Z3C5;P28072;Q59G17;P49768;Q5U091;A0A0S2Z489;Q9Y6F9;P25789;Q9Y2T1;P49588;P41219;P25787;P25705;P09936;Q13885;Q59GU3;P31930;P04628;U5Z977;A0A024R240;H9EC08;Q8TD57;Q00535;P20339;P19784;A4QPA9;A8K161;Q6FI23;O96008;Q16539;P28331;Q96DT5;P61006;P68371;Q02750;Q9UBU2;U5ZC31;O95178;P03923;P21912;P0CG47;Q6FH25;P19404;O00232;P07384;A8K0S6;P27482;P41594;P00441;Q59HC2;A0A1X7RCP4;P07919;P49674;Q99714;P15954;A4D2J9;P0CG48;Q53YK7;P05198;A0A384NL93;Q6NW12;V9HWC9;O75197;Q12933;P51970;A0A384P5Q0;Q8IU65;O96014;A0A109NGN6;P07437;A0A1X7RBG2;P36544;Q99436;A0A024RA52;Q9HAD4;Q9GZS0;Q0ZFE3;A0A384MEE3;Q0ZFD6;Q7LD69;P42025;A8K3Y2;P14406;P18283;P00395;Q9Y385;P04040;P01116;Q9BXM7;Q12879;Q9BUF5;O60840;A0PJJ7;Q6IBB5;Q92997;O15169;A0A1L1UHR1;A0A140VKF2;Q6FGG4;Q96M96;O14640;A0A384N611;Q7Z4P3;Q59GD8;Q5U5U6;A8K383;P29475;P30049;U5YWV7;P08912;E5KN55;P01111	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	785.0	527.0	0.0
H00265	Hereditary sensory and autonomic neuropathy	D009477	162400;613640;201300;613115;614213;243000;223900;256800;608654;614653;615548;616488;613708;614116;615632;256840	G90.1;G60.8	8C21	NO_DATA	NO_DATA	NO_DATA	KIF1A;DNMT1;SPTLC1;SCN9A;NTRK1;NGFB;DST;FAM134B;ATL3;CCT5;ATL1;ELP1;WNK1;SPTLC2;IKBKAP;SCN11A;PRDM12;NGF	Q03001;A5D8Z4;V9HW37;O95163;P26358;A0A0S2Z5B0;I6L9H2;A0A024R6H1;P48643;Q9H6L5;Q9H4A3;Q4LE38;Q6P0N6;Q8WXF7;B4DSS9;Q12756;P04629;Q9H4Q4;Q53F53;Q9UI33;A0A024R277;Q8N516;P01138;O15269;Q15858;O15270;Q6DD88;Q6NUL7	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	28.0	18.0	0.0
H00266	Hereditary spastic paraplegia	D015419	303350;312920;182600;182601;270800;600363;607259;603563;601162;616586;604187;604360;604805;605280;270700;270685;611225;275900;248900;270750;609195;609340;610357;610250;610244;612319;612020;612539;615043;613206;613162;614409;614066;613647;615031;612936;613744;614067;614898;615033;615035;615030;615658;615685;615681;615686;615683;615625;616282;616451;616680;616907;617046;617225;615491;618768;618770;619027	G11.4	8B44.0	NO_DATA	NO_DATA	NO_DATA	DDHD1;CPT1C;IBA57;MAG;REEP2;WASHC5;SPG11;AMPD2;GBA2;NIPA1;DSTYK;UCHL1;ACP33;PGN;TFG;B4GALNT1;ALDH18A1;ERLIN1;ZFYVE27;DDHD2;KIF1A;UBAP1;PCYT2;FA2H;C19orf12;ENTPD1;ERLIN2;GJC2;SPAST;SPG20;PNPLA6;AP4B1;TECPR2;CYP2U1;ZFYVE26;KIF5A;AP5Z1;L1CAM;SPG7;AP4M1;SPG21;SELENOI;WSHC5;REEP1;COXPD7;AP4E1;HSPD1;MTRFR;SLC33A1;MPAN;PLP1;VPS37A;CAPN1;HPDL;NT5C2;AP4S1;ATP13A2;ATL1;CYP7B1;FARS2;BSCL2;ARL6IP1;RTN2	O00189;Q9HCG7;Q9UQ90;B2RDI5;O94830;A0A6G6AA68;O75477;Q9H3J6;A0A024R549;Q9UPM8;Q12756;A0A024R0J5;Q6XUX3;Q00973;Q96G97;Q8NEL9;E5KRP5;P10809;Q5T4F4;O75881;A0A384MED8;V9HW74;Q9BRK0;Q96IR7;P20916;A0A024QZE3;A0A024RDV9;Q12840;A0A0S2Z5B0;O15040;Q15041;O75298;Q5T440;P49961;P54886;P32004;P09936;Q9Y6B7;P60201;Q05C57;Q7L5A8;Q7RTP0;Q8TCG5;Q9NQ11;A0A654IBV7;Q8NEZ2;A0A024QYV7;Q8N0X7;Q01433;A0A024R3X4;A8K6K2;P07384;Q9NSK7;Q9C0D9;Q8WXF7;B4DM48;Q6GMT0;O43299;O95363;Q9H902;A8K7F2;A8K3D2;A0A024R5Y1;Q96JI7;Q9NZ09;O94905;A0A384ME54;A8K9L3;O00400;Q68DK2;Q7Z449;Q9UBP0;B3KU49;Q9Y587;Q8IY17;Q99447;Q53F53;Q12768;B4DSP5;Q5T442;Q92734;Q53ES7;Q9NZD8;P49902	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	84.0	63.0	0.0
H00267	Holoprosencephaly	D016142	236100;157170;142945;142946;609637;605934;610828;609408;610829;614226;618500;301043	Q04.2	LA05.2	NO_DATA	NO_DATA	NO_DATA	TGIF1;CDON;ZIC2;PTCH1;GLI2;STAG2;SIX3;CNOT1;SHH	O95409;Q8N3U4;Q15583;Q13635;Q59FV5;Q15465;P10070;A5YKK6;Q6MZM3;O95343;Q4KMG0;A0A024RDY6;Q1PSW9	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	13.0	9.0	0.0
H00268	Lissencephaly	D054082	607432;257320;611603;614019;615191;616212;616342;617255;618325;300067;300215	Q04.3	LD20.1	NO_DATA	NO_DATA	NO_DATA	KATNB1;PAFAH1B1;TMTC3;DCX;CDK5;TUBA1A;RELN;NDE1;MACF1;LAMB1;YWHAE;ARX	Q9NXR1;X5DR54;Q6ZXV5;O43602;P62258;Q8TAS6;Q96QS3;Q6ZSD7;Q9UPN3;V9HW98;P43034;A0A090N7W4;Q00535;Q71U36;P78509;P07942;Q9BVA0;A8K321	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	18.0	12.0	0.0
H00269	Primary microcephaly	D008831	607117;604317;604804;604321;608716;608393;612703;614673;614852;615095;615414;616080;616051;616402;616486;616681;617090;617520;251230;617800;617914;617983;617984;617985;618179;618351	Q02	LA05.0	NO_DATA	NO_DATA	NO_DATA	;NCAPD3;COPB2;ANKLE2;WDR62;NUP37;CENPE;NCAPD2;SASS6;CIT;CEP135;DONSON;MCPH1;CENPJ;ASPM;STIL;WDFY3;ZNF335;CEP152;CASC5;KNL1;MFSD2A;CDK5RAP2;PHC1;MAP11;CDK6;KIF14;NCAPH	P78364;Q6UVJ0;O43379;Q15468;Q66GS9;Q9NYP3;Q8IZT6;Q8NFH4;Q71RE4;O14578;Q15003;Q15058;B3KWI2;P42695;Q6GMQ3;Q8IW09;Q96SN8;Q86XL3;A0A024RDC2;Q8NA29;Q3B7A2;Q8WVR3;Q8NG31;Q02224;Q8IZQ1;B3KY03;Q9H4Z2;Q15021;Q8NEM0;Q00534;O94986;Q6N083;B3KMS0;Q9HC77;A8K8P1;B3KVI2;P35606	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	37.0	28.0	0.0
H00270	Periventricular nodular heterotopia	D054091	300049;300537;608097;615544;617201	Q04.8	LA05.5Y	NO_DATA	NO_DATA	NO_DATA	ERMARD;FLNA;ARFGEF2;NEDD4L	Q59FR3;Q96PU5;Q6NXF2;Q9Y6D5;Q86TH5;Q5T6L9;Q60FE5;P21333	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	8.0	4.0	0.0
H00271	Polymicrogyria	D054220	606854;615752;612691;616531;300388	Q04.8	LA05.50	NO_DATA	NO_DATA	NO_DATA	EOMES;FIG4;ADGRG1;PI4KA	Q9Y653;Q92562;A0A024R6U7;P42356;Q4LE69;B7Z4K0;O95936;B4DYG5	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	8.0	4.0	0.0
H00272	Multiple sulfatase deficiency	D052517	272200	E75.2	5C56.02	NO_DATA	NO_DATA	NO_DATA	SUMF1	Q8NBK3	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H00273	Pycnodysostosis	D058631	265800	E88.9	5C56.Y	NO_DATA	NO_DATA	NO_DATA	CTSK	P43235	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H00274	Papillon-Lefevre syndrome	D010214	245000	Q82.8	5C56.Y;EC20.30	NO_DATA	NO_DATA	NO_DATA	CTSC	P53634	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H00275	Cystinosis	D003554	219800;219900;219750	E72.0	5C60.1	NO_DATA	NO_DATA	NO_DATA	CTNS	O60931;A0A0S2Z3K3	Cysteamine bitartrate;Cysteamine hydrochloride	D10468;D03635	DB00847	27761-19-9;156-57-0	NA;NA	2.0	1.0	1.0
H00276	Galactosialidosis	C536411	256540	E75.1	5C56.21	NO_DATA	Neuraminidase deficiency with beta-galactosidase deficiency	NO_DATA	CTSA	X6R8A1;P10619	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H00281	GM1 gangliosidosis	D016537	230500;230600;230650	E75.1	5C56.00	NO_DATA	NO_DATA	NO_DATA	GLB1	P16278	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H00282	Cryopyrin associated periodic syndrome	D056587	191900;120100;607115	E85.0	4A60.1	NO_DATA	NO_DATA	NO_DATA	NALP3;NLRP3	Q96P20	Anakinra;Rilonacept;Canakinumab	D02934;D06635;D09315	DB00026	143090-92-0;501081-76-1;914613-48-2	NA;NA;NA	1.0	2.0	1.0
H00285	Blau syndrome	C538157	186580	NO_DATA	4A60.Y	NO_DATA	NO_DATA	NO_DATA	NOD2	Q9HC29	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
H00286	Crohn disease	D003424	266600;612261;611081;612567;613148;612278	K50	DD70	NO_DATA	NO_DATA	NO_DATA	CRFB4;IL6;TNFSF15;IRGM;IL10RB;IL23R;NOD2;SLC22A5;IL10RA;SLC22A4;ATG16L1	O76082;Q08334;Q5VWK5;P05231;Q9H015;O95150;Q676U5;A0A0U5JA19;Q9HC29;Q13651;Q17RG0;A1A4Y4	Prednisolone sodium phosphate;Prednisone;Budesonide;Natalizumab;Vedolizumab;Infliximab;Adalimumab;Certolizumab pegol;Ustekinumab	D00981;D00473;D00246;D06886;D08083;D02598;D02597;D03441;D09214	DB00860;DB00635;DB01222;DB00108;DB00065;DB00051	125-02-0;NA;51333-22-3;189261-10-7;943609-66-3;170277-31-3;331731-18-1;428863-50-7;815610-63-0	8379;NA;3207;NA;NA;NA;NA;NA;NA	12.0	11.0	6.0
H00287	Pyogenic sterile arthritis, pyoderma gangrenosum, and acne syndrome	C536253	604416	NO_DATA	4A60.Y	NO_DATA	NO_DATA	NO_DATA	PSTPIP1	A0A0S2Z5P3;O43586	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	2.0	1.0	0.0
H00288	Familial Mediterranean fever	D010505	249100;134610	E85.0	4A60.0	NO_DATA	Familial hereditary periodic fever syndromes	NO_DATA	MEFV;MICA	O15553;Q29983	Canakinumab;Colchicine	D09315;D00570	DB01394	914613-48-2;64-86-8	NA;27882	2.0	2.0	1.0
H00289	Recurrent hydatidiform moles	D006828	231090;614293;618431;618432	O01	JA02	NO_DATA	Familial biparental hydatidiform	NO_DATA	MEI1;C11orf80;NALP7;KHDC3L	Q8N6T0;Q4G0I1;B4DXL1;Q8WX94;Q5TIA1;Q587J8	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	6.0	4.0	0.0
H00290	Aicardi-Goutieres syndrome	C535607	225750;610181;610329;610333;612952;615010;615846	G31.8	5C55.2;8A2Y	NO_DATA	NO_DATA	NO_DATA	ADAR;RNASEH2A;TREX1;IFIH1;RNASEH2B;SAMHD1;RNASEH2C	A0A024R5B3;Q8N451;P55265;Q5TBB1;Q9Y3Z3;Q9NSU2;O75792;Q9BYX4;Q59H15;Q8TDP1	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	10.0	7.0	0.0
H00291	Familial chilblain lupus (FCL)	C535924	610448	NO_DATA	NO_DATA	NO_DATA	Chilblain lupus erythematosus (CHLE)	NO_DATA	TREX1	Q9NSU2	NO_DATA	NO_DATA	NO_DATA	NO_DATA	NO_DATA	1.0	1.0	0.0
