index	Keymolnet_disease	ICD10	KEGG_ENTRY	KEGG_Name
KMN213	Prothrombin Deficiency	D68.4	H00995;H01759	Combined deficiency of vitamin K-dependent clotting factors;Autoimmune hemorrhaphilia XIII/13
KMN528	Pseudohypoaldosteronism	N25.8	H00241;H00243;H00428;H00429;H00694;H02147;H02148;H02149;H02310	Combined proximal and distal renal tubular acidosis;Hyperkalemic distal renal tubular acidosis (RTA type 4);Distal renal tubular acidosis (RTA type 1);Proximal renal tubular acidosis (RTA type 2);Dent disease;X-linked recessive nephrolithiasis with renal failure;Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis;X-linked hypercalciuric nephrolithiasis;Renal tubular acidosis
KMN331	Pseudohypoparathyroidism	E20.1	H00244	Pseudohypoparathyroidism
KMN330	Pseudopseudohypoparathyroidism	E20.1	NO_DATA	NO_DATA
KMN783	Psoriasis	L40	H01656	Psoriasis
KMN787	Psoriatic Arthritis	L40.5	NO_DATA	NO_DATA
KMN757	Pulmonary Alveolar Proteinosis	J84.0	H00217	Pulmonary alveolar proteinosis
KMN756	Pulmonary Edema	J81	NO_DATA	NO_DATA
KMN730	Pulmonary Embolism	I26	NO_DATA	NO_DATA
KMN151	Pulmonary Lymphangioleiomyomatosis	D48.7	NO_DATA	NO_DATA
KMN729	Pulmonary Thromboembolism	I27.2	H01622	Chronic thromboembolic pulmonary hypertension
KMN270	Purine Nucleoside Phosphorylase Deficiency	D81.5	NO_DATA	NO_DATA
KMN875	Pyknodysostosis	Q78.8	H00444;H00447;H00452;H00462;H00468;H00479;H00483;H00484;H00486;H00491;H00494;H00508;H00518;H00675;H01018;H01571;H01828;H01844;H02064;H02154;H02280;H02349;H02415	Osteopathia striata with cranial sclerosis;HEM skeletal dysplasia;Buschke-Ollendorff syndrome;Stuve-Wiedemann syndrome;Acromesomelic dysplasia, Demirhan type;Metaphyseal dysplasias;Angel shaped phalangoepiphyseal dysplasia;Multiple synostosis syndrome;Sclerosteosis;Craniometaphyseal dysplasia;Desbuquois syndrome;Blomstrand syndrome;Metaphyseal dysplasia without hypotrichosis;Acrocapitofemoral dysplasia;Metachondromatosis;Singleton-Merten syndrome;Opsismodysplasia;Diaphanospondylodysostosis;Atelosteogenesis type I and III;Omodysplasia;Complex lethal osteochondrodysplasia;Odontochondrodysplasia;Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome
KMN454	Pyrimidine 5'-Nucleotidase Deficiency	D55.3	H00674	Anemia due to disorders of nucleotide metabolism
KMN455	Pyruvate Kinase Deficiency	E74.4	H01096	Pyruvate kinase deficiency
KMN296	Rabson-Mendenhall syndrome	E13	H00942	Rabson-Mendenhall syndrome
KMN793	Reactive Arthritis	M02.3	NO_DATA	NO_DATA
KMN174	Refractory anemia	D46	NO_DATA	NO_DATA
KMN632	Refsum Disease	G60.1	H00075	Refsum disease
KMN821	Relapsing Polychondritis	M94.1	H01758	Relapsing polychondritis
KMN60	Renal Cell Carcinoma	C64	H00021	Renal cell carcinoma
KMN717	Renal Parenchymal Hypertension	NO_DATA	NO_DATA	NO_DATA
KMN842	Renal osteodystrophy	N25.0	NO_DATA	NO_DATA
KMN716	Renovascular Hypertension	I15.0	NO_DATA	NO_DATA
KMN216	Resistance to Activated Protein C	D68.5	H01381	Antithrombin III deficiency
KMN287	Resistance to Thyroid Hormone	E07	NO_DATA	NO_DATA
KMN597	Restless Legs Syndrome	G25.81	H01597	Restless legs syndrome
KMN738	Restrictive Cardiomyopathy	I42.5	H01219	Restrictive cardiomyopathy
KMN73	Retinoblastoma	C69.2	H01513	Retinoblastoma
KMN578	Rett Syndrome	F84.2	H00440	Rett syndrome
KMN39	Rhabdomyosarcoma	C49.9	H00037	Rhabdomyosarcoma
KMN710	Rheumatic fever	I00;I01;I02	H01924	Sydenham chorea
KMN788	Rheumatoid Arthritis	M06	H00630	Rheumatoid arthritis
KMN353	Rogers' Syndrome	Q21.0	H01926	Ventricular septal defect
KMN503	Rotor's syndrome	E80.6	H02057	Rotor syndrome
KMN794	SAPHO Syndrome	M86.3	NO_DATA	NO_DATA
KMN720	ST-Segment Elevation Myocardial Infarction	I21.3	NO_DATA	NO_DATA
KMN424	Sandhoff's Disease	E75.0	H02017	Sandhoff disease
KMN265	Sarcoidosis	D86	H01309	Sarcoidosis, early-onset
KMN423	Sarcosinemia	E72.5	H00190;H00191;H01003	Hyperprolinemia;Nonketotic hyperglycinemia;Dimethylglycine dehydrogenase deficiency
KMN864	Schimke Immuno-Osseous Dysplasia	Q77.7	H00445;H00474;H00519;H00580;H00758;H00760;H00761;H00765;H00767;H00777;H00863;H01494;H01575;H01967;H02070;H02071;H02079;H02080;H02155;H02186;H02187;H02462	Osteoarthritis with mild chondrodysplasia;Schneckenbecken dysplasia;Spondyloepiphyseal dysplasia congenita;Schimke immunoosseous dysplasia;Progressive pseudorheumatoid dysplasia;Spondyloepiphyseal dysplasia tarda;SEMD, Pakistani type;Spondyloepiphyseal dysplasia, Kimberley type;SEMD, Matrilin type;SEMD, short limb-hand type;Spondylo-megaepiphyseal-metaphyseal dysplasia;SEMD with joint laxity type;Roifman syndrome;Anauxetic dysplasia;Kniest dysplasia;Czech dysplasia;Oto-spondylo-megaepiphyseal dysplasia;Fibrochondrogenesis;Dyssegmental dysplasia;Spondyloepiphyseal dysplasia, Maroteaux type;Spondyloepimetaphyseal dysplasia;Spondyloepiphyseal dysplasia
KMN574	Schizophrenia	F20	H01649	Schizophrenia
KMN146	Schwannoma	Q85.0	H01986;H02188	Legius syndrome;Watson syndrome
KMN654	Schwartz-Jampel syndrome (chondrodystrophic myotonia)	G71.1	H00493;H00568;H00744;H01777;H01780;H01804	Heparan sulfate proteoglycan gene defects;Myotonic dystrophy;Potassium-aggravated myotonia;Schwartz-Jampel syndrome;Non-dystrophic myotonia;Isaacs syndrome
KMN206	Sebastian syndrome	D69.4	H02052	Sebastian syndrome
KMN55	Seminoma	C62.9	NO_DATA	NO_DATA
KMN636	Sensory Neuronopathy	G60.0	H00264;H00816;H01155;H01296;H02344;H02345;H02357;H02390	Charcot-Marie-Tooth disease;Agenesis of the corpus callosum with peripheral neuropathy;Roussy-Levy syndrome;Hereditary neuropathy with liability to pressure palsies;Cowchock syndrome;Autosomal recessive peripheral neuropathy (PNRIID);Congenital hypomyelinating neuropathy;Autosomal recessive neuromyotonia and axonal neuropathy
KMN3	Sepsis	A41	NO_DATA	NO_DATA
KMN851	Septo-Optic Dysplasia	Q04.4	H00544	Septo-optic dysplasia
KMN48	Sertoli Cell Tumor	C56, C62	NO_DATA	NO_DATA
KMN901	Severe Acute Respiratory Syndrome	U04	NO_DATA	NO_DATA
KMN277	Severe Combined Immunodeficiency	D81	H00091;H00092;H00093;H01244;H01725	T-B+Severe combined immunodeficiency;T-B-Severe combined immunodeficiency;Combined immunodeficiency;T+B+Severe combined immunodeficiencies (SCIDs);Primary immunodeficiency disease
KMN623	Severe myoclonic epilepsy of infancy	G40.4	H00577;H00783;H01258;H01460;H01813;H01818;H01819;H01823;H01827;H02360;H02361;H02472	Symptomatic generalized epilepsies;Febrile seizures;Generalized epilepsy and paroxysmal dyskinesia;West syndrome;Lennox-Gastaut syndrome;Dravet syndrome;Early myoclonic encephalopathy;Myoclonic-astatic epilepsy;Rolandic epilepsy, mental retardation, and speech dyspraxia;Epileptic encephalopathy, childhood-onset;Myoclonic-atonic epilepsy;Early-onset progressive encephalopathy
KMN96	Sezary Syndrome	C84.1	NO_DATA	NO_DATA
KMN425	Sialidosis	E77.1	H00142	Sialidosis
KMN284	Sick Euthyroid Syndrome	E07.8	H00249	Thyroid hormone resistance syndrome
KMN191	Sickle Cell Syndrome	D57	H00229	Sickle cell anemia
KMN428	Sitosterolemia	E78.0	H00152	Sitosterolemia
KMN799	Sjogren's Syndrome	M35.0	H01502	Sjogren syndrome
KMN621	Sleep Apnea	G47.3	H00916	Congenital central hypoventilation syndrome
KMN25	Small Cell Lung Cancer	C34.9	H00013	Small cell lung cancer
KMN44	Soft Tissue Sarcoma	C49	H00049;H00052	Myxoid liposarcoma;Clear cell sarcoma of soft tissue
KMN172	Soft Tissue Tumor	D20;D21;D23.5;D24;D48 	NO_DATA	NO_DATA
KMN138	Somatostatinoma Syndrome	C25.4	NO_DATA	NO_DATA
KMN592	Spinal Muscular Atrophy	G12	H00455	Spinal muscular atrophy
KMN610	Spinocerebellar Ataxia	G11.1	H00981;H00999;H01036;H01284;H02464	Ataxia with isolated vitamin E deficiency (AVED);Coenzyme Q10 deficiency;Posterior column ataxia with retinitis pigmentosa;Marinesco-Sjogren syndrome;Poretti-Boltshauser syndrome
KMN196	Spur Cell Anemia	NO_DATA	NO_DATA	NO_DATA
KMN28	Squamous Tumor of Lung Cancer	C34.9	NO_DATA	NO_DATA
KMN655	Stiff-Person Syndrome	G25.8	H00769;H01287	Hyperekplexia;Congenital mirror movements
KMN852	Subcortical ectopic gray matter	Q04.8	H00270;H00271;H01034;H01251;H01870;H01881;H02494	Periventricular nodular heterotopia;Polymicrogyria;L1 syndrome;Focal cortical dysplasia of Taylor;Microhydranencephaly;Complex cortical dysplasia with other brain malformations;Alkuraya-Kucinskas syndrome
KMN899	Sudden Infant Death Syndrome	E95	NO_DATA	NO_DATA
KMN435	Sulfocysteinuria	E72.1	H01237;H01285	Sulfite oxidase deficiency;Methylcobalamin deficiency type G
KMN279	Surrogate Light Chain Deficiency	NO_DATA	NO_DATA	NO_DATA
KMN333	Syndrome of Inappropriate Antidiuretic Hormone Secretion	E22.2	H01294;H01682	Nephrogenic syndrome of inappropriate antidiuresis;Syndrome of inappropriate secretion of antidiuretic hormone
KMN40	Synovial Sarcoma	C49.9	H00050	Synovial sarcoma
KMN807	Systemic Lupus Erythematosus	M32	H00080	Systemic lupus erythematosus
KMN891	Systemic Mastocytosis	D47.02	NO_DATA	NO_DATA
KMN808	Systemic Sclerosis	M34	H01492	Systemic sclerosis
KMN90	T-cell Acute Lymphoid Leukemia	C91.0	H00001;H00002	B-cell acute lymphoblastic leukemia;T-cell acute lymphoblastic leukemia
KMN233	TNF-alpha Receptor-associated Periodic Syndrome	E85.0	H00282;H00288;H02484	Cryopyrin associated periodic syndrome;Familial Mediterranean fever;X-linked reticulate pigmentary disorder with systemic manifestations
KMN141	TSH-Secreting Adenomas	D35.2	NO_DATA	NO_DATA
KMN254	T Cell Receptor Deficiency	D83.1	NO_DATA	NO_DATA
KMN436	Tangier Disease	E78.6	H00159	Tangier disease
KMN442	Tay-Sachs Disease	E75.02	H02016	Tay-Sachs disease
KMN159	Teratoma	D13.4;D27;D29.2	NO_DATA	NO_DATA
KMN357	Thiamine Deficiency	E51	NO_DATA	NO_DATA
KMN835	Thin Basement Membrane Nephropathy	N05.8	NO_DATA	NO_DATA
KMN658	Thomsen's Disease	G71.1	H00493;H00568;H00744;H01777;H01780;H01804	Heparan sulfate proteoglycan gene defects;Myotonic dystrophy;Potassium-aggravated myotonia;Schwartz-Jampel syndrome;Non-dystrophic myotonia;Isaacs syndrome
KMN803	Thrombotic Thrombocytopenic Purpura	M31.1	H00225	Thrombotic thrombocytopenic purpura
KMN438	Thymidine Phosphorylase Deficiency	G71.3	H00898;H01200;H01348;H01356;H01368;H01369;H01384;H01390;H02201;H02237;H02447	Myopathy with lactic acidosis and sideroblastic anaemia;Fatal infantile cardioencephalomyopathy;Mitochondrial phosphate carrier deficiency;Myoclonic Epilepsy and Ragged-Red Fiber Disease;Cytochrome c oxidase (COX) deficiency;ATP synthase deficiency;Mitochondrial recessive ataxia syndrome;Mitochondrial neurogastrointestinal encephalomyopathy;Mitochondrial myopathy with lactic acidosis;AMP deaminase deficiency;Myopathy with extrapyramidal signs
KMN289	Thyroid Disease	E05	H01645	Hyperthyroidism
KMN75	Thyroid Neoplasia	C73	H00032;H01592	Thyroid cancer;Medullary thyroid cancer
KMN695	Tibial Muscular Dystrophy	G71.0	H01976	Tibial muscular dystrophy
KMN273	Transient Hypogammaglobulinemia of Infancy	D80.7	NO_DATA	NO_DATA
KMN367	Trichothiodystrophy	L67.8	H00866	Trichothiodystrophy
KMN445	Tryptophan Malabsorption	E72.0	H00692;H00843;H00899;H00901;H01198;H01386;H02419	Lowe syndrome;Hartnup disorder;Lysinuric protein intolerance;Cystinuria;Fanconi renotubular syndrome;Asparagine synthetase deficiency;Glycine encephalopathy with normal serum glycine
KMN446	Tryptophanuria	E70.8	H00548;H01233;H01262;H02087	Brunner syndrome;Urocanase deficiency;Formiminotransferase deficiency;Vertebral, cardiac, renal, and limb defects syndrome
KMN2	Tuberculosis	A15;A16;A17;A18;A19	NO_DATA	NO_DATA
KMN884	Tuberous Sclerosis	Q85.1	H00915	Tuberous sclerosis complex
KMN62	Turcot Syndrome	D12.6	H01023	Juvenile polyposis syndrome
KMN292	Type 1 Diabetes Mellitus	E10	H00408	Type 1 diabetes mellitus
KMN838	Type 1 Renal Tubular Acidosis	N25.8	H00241;H00243;H00428;H00429;H00694;H02147;H02148;H02149;H02310	Combined proximal and distal renal tubular acidosis;Hyperkalemic distal renal tubular acidosis (RTA type 4);Distal renal tubular acidosis (RTA type 1);Proximal renal tubular acidosis (RTA type 2);Dent disease;X-linked recessive nephrolithiasis with renal failure;Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis;X-linked hypercalciuric nephrolithiasis;Renal tubular acidosis
KMN293	Type 2 Diabetes Mellitus	E11	H00409	Type 2 diabetes mellitus
KMN839	Type 2 Renal Tubular Acidosis	N25.8	H00241;H00243;H00428;H00429;H00694;H02147;H02148;H02149;H02310	Combined proximal and distal renal tubular acidosis;Hyperkalemic distal renal tubular acidosis (RTA type 4);Distal renal tubular acidosis (RTA type 1);Proximal renal tubular acidosis (RTA type 2);Dent disease;X-linked recessive nephrolithiasis with renal failure;Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis;X-linked hypercalciuric nephrolithiasis;Renal tubular acidosis
KMN840	Type 3 Renal Tubular Acidosis	Q78.2	H00450;H00540;H00968	Worth type autosomal dominant osteosclerosis;Osteoporosis, lymphedema, anhydrotic ectodermal dysplasia with immunodeficiency (OLEDAID);Raine syndrome
KMN841	Type 4 Renal Tubular Acidosis	NO_DATA	NO_DATA	NO_DATA
KMN758	Type A Gastritis	K29.4	NO_DATA	NO_DATA
KMN295	Type A insulin resistance	E13	H00410;H00766	Maturity onset diabetes of the young (MODY);Wolcott-Rallison syndrome
KMN441	Tyrosinemia Type I	E70.2	H00165	Tyrosinemia
KMN440	Tyrosinemia Type II	E70.2	H00165	Tyrosinemia
KMN439	Tyrosinemia Type III	E70.2	H00165	Tyrosinemia
KMN763	Ulcerative Colitis	K51	H01466	Ulcerative colitis
KMN618	Unverricht-Lundborg disease	G40.3	H01995	Unverricht-Lundborg disease
KMN404	Ureidopropionase Deficiency	E79.8	H00196;H00964;H00966	Phosphoribosylpyrophosphate synthetase superactivity;Thiopurine S-methyltransferase deficiency (TPMT deficiency);AICA-ribosiduria
KMN792	Uric Acid Nephropathy	NO_DATA	NO_DATA	NO_DATA
KMN403	Uridine Diphosphate Galactose 4-Epimerase Deficiency	E74.2	H00070;H02008;H02010	Galactosemia;Galactose-1P uridylyltransferase deficiency;Galactose epimerase deficiency
KMN836	Urinary Tract Obstruction	N13.9	NO_DATA	NO_DATA
KMN405	Urocanic Aciduria	E70.8	H00548;H01233;H01262;H02087	Brunner syndrome;Urocanase deficiency;Formiminotransferase deficiency;Vertebral, cardiac, renal, and limb defects syndrome
KMN784	Urticaria	L50	NO_DATA	NO_DATA
KMN700	Uveitis	H22.0	NO_DATA	NO_DATA
KMN560	Variegate Porphyria	E80.2	H00202	Hepatic porphyria
KMN744	Venous Thrombosis	I82	NO_DATA	NO_DATA
KMN134	Vipoma	C25.4	NO_DATA	NO_DATA
KMN9	Viral Hepatitis	B15;B16;B17;B18;B19	NO_DATA	NO_DATA
KMN732	Viral Myocarditis	B33.22	H00295	Viral myocarditis
KMN356	Vitamin B12 Deficiency	E53.8	H00180;H01182	Holocarboxylase synthetase deficiency;Biotinidase deficiency
KMN898	Vitamin B1 responsive congenital lactic acidemia	NO_DATA	NO_DATA	NO_DATA
KMN358	Vitamin B6 Deficiency	E53.1	NO_DATA	NO_DATA
KMN360	Vitamin D-Dependent Rickets Type I	E55.0	H01143	Vitamin D-dependent rickets
KMN359	Vitamin D-Dependent Rickets Type II	E83.3	H00214;H01113;H02138;H02139;H02143	Hypophosphatemic rickets;Acid phosphatase deficiency;Hereditary hypophophatemic rickets with hypercalciuria;Autosomal recessive hypophosphatemic rickets;X-linked dominant hypophosphatemic rickets
KMN361	Vitamin D Deficiency	E55	NO_DATA	NO_DATA
KMN362	Vitamin E deficiency	E56.0	H00981	Ataxia with isolated vitamin E deficiency (AVED)
KMN363	Vitamin K Deficiency	E56.1	NO_DATA	NO_DATA
KMN103	Waldenstrom's Macroglobulinemia	C88.0	NO_DATA	NO_DATA
KMN797	Wegener's Granulomatosis	M31.3	H01655	Granulomatosis with polyangiitis
KMN651	Welander Distal Myopathy	G71.0	H01975	Welander distal myopathy
KMN355	Wernicke's Encephalopathy	E51.2	H01565	Wernicke encephalopathy
KMN58	Wilms' tumor	C64	NO_DATA	NO_DATA
KMN400	Wilson Disease	E83.0	H00210	Wilson disease
KMN262	Wiskott-Aldrich Syndrome	D82.0	H01523	Wiskott-Aldrich syndrome
KMN401	Wolman Disease	E75.5	H00148;H00736;H00883;H01297;H01661;H02284	Lysosomal acid lipase deficiency;Dorfman-Chanarin syndrome;Lipoid proteinosis;Neutral lipid storage disease with myopathy;Xanthoma;Leukotriene C4 synthase deficiency
KMN256	X-Linked Agammaglobulinemia	D80.0	NO_DATA	NO_DATA
KMN386	X-Linked Hypophosphatemic Rickets	E83.3	H00214;H01113;H02138;H02139;H02143	Hypophosphatemic rickets;Acid phosphatase deficiency;Hereditary hypophophatemic rickets with hypercalciuria;Autosomal recessive hypophosphatemic rickets;X-linked dominant hypophosphatemic rickets
KMN276	X-Linked Immunodeficiency with Hyper IgM	D80.5	NO_DATA	NO_DATA
KMN255	X-Linked Lymphoproliferative Syndrome	D82.3	H01969	X-linked lymphoproliferative syndrome
KMN197	X-Linked Sideroblastic Anemia	D64.0	H00982	Sideroblastic anemia
KMN586	X-Linked Spinobulbar Muscular Atrophy	G12.1	H00062;H00524;H00656;H00841;H00856;H01903	Spinal and bulbar muscular atrophy (SBMA);Scapuloperoneal spinal muscular atrophy;Scapuloperoneal myopathy;Infantile progressive bulbar palsy;Distal hereditary motor neuropathies;Brown-Vialetto-Van Laere syndrome
KMN354	X-linked Recessive Hypophosphatemic Rickets	N25.8	H02142	X-linked recessive hypophosphatemic rickets
KMN282	X-linked TBG Deficiency	E07.8	H00249	Thyroid hormone resistance syndrome
KMN849	X-linked lissencephaly	Q04.3	H00120;H00268;H00530;H00792;H00897;H01001;H01722;H01811;H01921;H01937;H02431;H02501	Muscular dystrophy-dystroglycanopathy type A;Lissencephaly;Joubert syndrome;Warburg micro syndrome;Pontocerebellar hypoplasia;COACH syndrome;Galloway-Mowat syndrome;Arima syndrome;MICPCH syndrome;Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly;Cerebellar hypoplasia, epilepsy, and global developmental delay;Occipital cortical malformation
KMN887	Xeroderma pigmentosum	Q82.1	H01428	Xeroderma pigmentosum
KMN257	ZAP70 Tyrosine Kinase Deficiency	D81.1	H02015	LIG4 syndrome
KMN307	Zollinger-Ellison Syndrome	E16.4	H01522	Zollinger-Ellison syndrome
KMN394	alpha-Ketoadipic Acidemia	NO_DATA	NO_DATA	NO_DATA
KMN395	alpha-Mannosidosis	E77.1	H00139	alpha-Mannosidosis
KMN184	alpha-Thalassemia Syndrome	D56.0	H00228	Thalassemia
KMN396	alpha1 Antitrypsin Deficiency	E88.0	NO_DATA	NO_DATA
KMN93	alpha Heavy Chain Disease	C88.3	NO_DATA	NO_DATA
KMN470	beta-Enolase Deficiency	E74.0	H00069;H00150;H01760;H01762;H01939;H01940;H01941;H01942;H01943;H01944;H01945;H01946;H01948;H01949;H01950;H01951;H01952;H01953;H01954;H01955;H01956	Glycogen storage disease;Danon disease;Hepatic glycogen storage disease;Muscle glycogen storage disease;Glycogen storage disease type I;Glycogen storage disease type II;Glycogen storage disease type III;Glycogen storage disease type IV;Glycogen storage disease type V;Glycogen storage disease type VI;Glycogen storage disease type VII;Glycogen storage disease type XI;Glycogen storage disease type IX;Glycogen storage disease type 0b;Glycogen storage disease type 0a;Glycogen storage disease type X;Glycogen storage disease type XII;Glycogen storage disease type XIII;Glycogen storage disease type XIV;Glycogen storage disease type XV;Glycogen storage disease of heart
KMN469	beta-Mannosidosis	E77.1	H00140	beta-Mannosidosis
KMN186	beta-Thalassemia Syndrome	D56.1	H00228	Thalassemia
KMN94	gamma Heavy Chain Disease	C88.2	NO_DATA	NO_DATA
KMN101	mu Heavy Chain Disease	C88.2	NO_DATA	NO_DATA
KMN879	von Hippel-Lindau Syndrome	Q85.8	H00559	von Hippel-Lindau syndrome
KMN209	von Willebrand's Disease	D68.0	H02092	von Willebrand disease
